,State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Workers,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Households_with_Bicycle,Households_with_Car_Jeep_Van,Households_with_Radio_Transistor,Households_with_Scooter_Motorcycle_Moped,Households_with_Telephone_Mobile_Phone_Landline_only,Households_with_Telephone_Mobile_Phone_Mobile_only,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Households_with_Television,Households_with_Telephone_Mobile_Phone,Households_with_Telephone_Mobile_Phone_Both,Condition_of_occupied_census_houses_Dilapidated_Households,Households_with_separate_kitchen_Cooking_inside_house,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Ownership_Owned_Households,Ownership_Rented_Households,Type_of_bathing_facility_Enclosure_without_roof_Households,Type_of_fuel_used_for_cooking_Any_other_Households,Type_of_latrine_facility_Pit_latrine_Households,Type_of_latrine_facility_Other_latrine_Households,Type_of_latrine_facility_Night_soil_disposed_into_open_drain_Households,Type_of_latrine_facility_Flush_pour_flush_latrine_connected_to_other_system_Households,Not_having_bathing_facility_within_the_premises_Total_Households,Not_having_latrine_facility_within_the_premises_Alternative_source_Open_Households,Main_source_of_drinking_water_Un_covered_well_Households,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Main_source_of_drinking_water_Spring_Households,Main_source_of_drinking_water_River_Canal_Households,Main_source_of_drinking_water_Other_sources_Households,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Main_source_of_drinking_water_Tapwater_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_1_to_2_persons,Household_size_3_persons_Households,Household_size_3_to_5_persons_Households,Household_size_4_persons_Households,Household_size_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,Location_of_drinking_water_source_Away_Households,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Married_couples_4_Households,Married_couples_5__Households,Married_couples_None_Households,Power_Parity_Less_than_Rs_45000,Power_Parity_Rs_45000_90000,Power_Parity_Rs_90000_150000,Power_Parity_Rs_45000_150000,Power_Parity_Rs_150000_240000,Power_Parity_Rs_240000_330000,Power_Parity_Rs_150000_330000,Power_Parity_Rs_330000_425000,Power_Parity_Rs_425000_545000,Power_Parity_Rs_330000_545000,Power_Parity_Above_Rs_545000,Total_Power_Parity,Literacy_Percentage
33,Assam,Barpeta,26.427872264631056,90.97912010178116,303,1693622,867004,826618,897058,499038,398020,95320,49165,46155,27344,13530,13814,561824,445297,116527,439453,122371,1131798,205259,98946,30342,227277,492966,1198036,1020,112,49,399,14,1026,50806,84804,2078,25286,447189,52192,499381,210607,307884,300845,121924,87377,46947,8007,1083591,664161,1747752,1072312,405046,215355,909,181352,5560,66059,24913,4125,143945,3522,55319,151699,3629,59957,188162,97152,243504,326160,7625,43884,7977,154805,6622,5044,39927,241320,91338,12995,296555,479,7691,12151,21297,74876,220128,976,5966,20547,8117,23690,31807,47692,190552,74238,68622,95730,20383,43468,261844,36749,7012,8510,1213,285,31369,52,161,70,231,28,21,49,6,6,12,4,348,0.529668367557814
34,Assam,Bongaigaon,26.45012521994133,90.6734296187684,319,738804,375818,362986,434078,237114,196964,82784,42513,40271,18835,9377,9458,255806,197542,58264,191671,64135,482998,83442,47406,9485,115473,359145,371033,5924,384,236,871,9,1202,29937,49866,2523,12959,181923,38470,220393,93591,138294,133643,55924,35491,20221,2267,479431,260721,740152,458796,184849,94939,220,97820,5837,26375,16579,3604,70455,4174,36350,78595,4536,16667,91788,47000,84687,134382,12007,14080,788,45166,1925,1171,8145,103287,63535,46422,85906,418,2463,3750,6790,28239,103898,159,8885,10563,4790,10961,15751,23471,85826,34496,27859,39096,9614,18150,109693,15859,3079,3822,612,131,20913,52,161,70,231,28,21,49,6,6,12,4,348,0.5875414859692151
35,Assam,Cachar,24.815570668693017,92.86849650455927,316,1736617,886284,850333,1174128,639946,534182,264897,136051,128846,17569,8736,8833,608062,469752,138310,471259,136803,1128555,120356,68664,24466,394576,1038985,654816,37635,280,341,1673,98,2789,62135,140205,5316,37541,346227,88933,435160,256855,447993,379469,156156,79766,45341,12951,1378531,357907,1736438,1048990,444899,241776,952,93297,8700,57825,22647,8808,149865,6365,99887,168487,9814,40800,357096,159266,298041,324905,25190,69335,514,170376,9158,3471,43194,208777,61819,98179,18687,8090,39475,2045,109855,169873,80138,60245,134160,11692,16072,40838,56910,61055,203831,76457,66319,93340,13962,118032,277244,25131,3324,4092,623,145,61576,52,161,70,231,28,21,49,6,6,12,4,348,0.6761007176596797
36,Assam,Darrang,26.58463215962442,92.04141338028155,325,928500,475273,453227,487039,268666,218373,40260,20566,19694,8419,4300,4119,324843,246864,77979,241456,83387,603657,129456,81617,10542,103228,327322,597392,1688,431,57,724,19,867,17676,45444,1166,12084,268517,20189,288706,119027,163277,161153,59039,47398,22267,3079,575240,375556,950796,583436,226525,118102,437,109858,3533,52657,13662,2954,67484,2046,30616,72141,1703,32272,89914,46789,95080,180669,3789,20534,863,56272,2424,1241,13880,141263,89323,9761,162815,216,3593,4532,9808,43447,110458,1467,4865,7467,5759,13648,19407,28435,106839,42950,35454,50693,11113,34147,144343,18049,2852,3432,470,110,22228,52,161,70,231,28,21,49,6,6,12,4,348,0.524543887991384
37,Assam,Dhemaji,27.586533438485816,94.71336908517353,308,686133,351249,334884,423028,237761,185267,44225,23006,21219,325560,165449,160111,316800,186577,130223,201364,115436,369333,231937,19181,7224,58458,655052,13475,8711,297,911,167,6315,1205,16547,28195,1192,10410,211758,16504,228262,79107,138838,136371,80804,55399,28006,2868,521393,194984,716377,434221,169630,82051,231,83663,3504,41278,12293,2358,53184,1764,25776,57166,1624,12631,118022,37742,57995,122182,5984,18499,78,32828,2380,1145,10255,91817,68137,9430,102172,409,7501,2753,14237,38063,71165,3574,2965,36334,2272,6031,8303,14583,69390,27022,27785,41922,9944,20331,93934,20387,3840,4715,710,165,10523,52,161,70,231,28,21,49,6,6,12,4,348,0.6165393589872518
38,Assam,Dibrugarh,27.30612284482757,95.0998282327587,310,1326335,676434,649901,884531,491361,393170,58876,30517,28359,102871,51835,51036,560557,368013,192544,391597,168960,765778,135194,61209,14362,349792,1198401,64526,52968,2261,4673,1055,46,2405,76292,136685,8817,34479,299852,77163,377015,143189,243607,301287,139813,89500,59380,6984,983760,340744,1324504,767147,371864,186774,550,172503,21112,70499,44664,8009,122011,14742,121737,139869,9849,14749,262021,177759,214721,195303,38157,80610,137,104970,4449,2375,21109,95182,52488,8469,227877,264,1931,2950,5810,69884,184468,665,29708,65235,7689,20405,28094,40321,161208,65072,55815,70958,12681,18589,196644,36264,6273,7610,1086,251,32423,52,161,70,231,28,21,49,6,6,12,4,348,0.6668986342062903
39,Assam,Goalpara,26.017277777777807,90.59869891598912,302,1008183,513292,494891,563577,304302,259275,45094,22999,22095,231570,116013,115557,362573,267118,95455,266376,96197,645610,126549,75828,14346,145850,347878,579929,77862,771,194,477,103,969,21455,78641,1364,13524,228610,39504,268114,124700,213510,183904,73683,39885,18294,3464,657440,375071,1032511,650509,239831,117427,416,113964,4112,42290,15292,2747,87967,2183,42628,93630,2916,23559,112139,60181,129311,190189,4793,28313,970,85268,2992,2272,18703,137364,65521,53175,126514,2042,3609,6063,11852,44095,115683,138,4201,9092,5075,13846,18921,28639,108374,42030,37705,56821,13429,37767,149008,22705,3711,4475,636,128,21357,52,161,70,231,28,21,49,6,6,12,4,348,0.5590026810608788
40,Assam,Golaghat,26.377219709794485,93.82583397823468,313,1066888,543161,523727,721764,396475,325289,62298,31807,30491,111765,56420,55345,479928,309104,170824,331210,148718,586960,190590,66616,15068,207654,917426,90312,50582,1131,3863,530,1347,1697,40889,82345,3073,17636,292893,34190,327083,117393,223902,261192,111145,66197,36887,4084,820800,258897,1079697,629153,289085,148244,406,157029,9295,59992,27300,5124,93847,5146,70930,103909,4938,16875,210740,123520,153723,193055,12450,58826,70,93674,3111,1454,16550,101333,67704,12162,165581,485,3442,1468,13881,64252,103715,8486,31806,43628,6011,16114,22125,36345,137370,55653,45372,55869,9489,56886,166711,26763,4233,5039,649,157,26340,52,161,70,231,28,21,49,6,6,12,4,348,0.676513373475004
41,Assam,Hailakandi,24.457496089385486,92.59154664804475,318,659296,337890,321406,407366,226836,180530,70659,36369,34290,691,354,337,214240,170792,43448,165193,49047,445056,65673,31248,7313,110006,251194,397653,8480,84,490,247,636,512,11035,44143,1211,10615,159215,16202,175417,88596,177984,139029,50056,28504,11608,4265,500042,173306,673348,419921,156243,82841,291,27808,2583,17228,5589,3256,49610,880,19998,55345,2479,23127,139747,49075,119292,134032,4264,25373,279,81650,2546,1285,17721,94492,20930,24726,9661,9712,15503,2199,82938,75014,15369,55524,24859,5379,8648,16921,25569,22356,73531,26771,24404,38038,6429,53184,105304,7814,867,1050,149,34,29399,52,161,70,231,28,21,49,6,6,12,4,348,0.6178802844245984
42,Assam,Jorhat,26.76244824016563,94.30197722567289,312,1092256,556805,535451,794929,432335,362594,88665,45194,43471,139971,70795,69176,498618,320746,177872,338635,159983,593638,145885,53153,31543,268037,1008219,54684,21051,1540,2378,719,578,3087,71639,122063,5651,26357,286330,80824,367154,99454,201680,295444,128050,97025,62608,8433,892694,209170,1101864,604908,315550,171062,736,164118,16081,53465,44159,7387,114237,11198,92598,128081,6457,16833,224498,145819,155435,196137,21137,53759,115,64759,4658,1593,16372,87299,73819,15163,107878,325,6943,1185,42525,81844,104722,34072,65585,36039,7211,18085,25296,38630,144578,59963,45985,53066,10178,46552,169163,29535,5070,6060,805,185,28360,52,161,70,231,28,21,49,6,6,12,4,348,0.7277863431283509
43,Assam,Kamrup,26.170939452054807,91.58863273972592,321,1517542,778461,739081,995319,550219,445100,107827,55237,52590,182038,92094,89944,628954,428492,200462,421244,207710,888588,185803,99522,69106,274523,877495,601784,33297,319,185,1330,55,3077,70272,122191,3109,23468,390596,43849,434445,163849,290097,353861,154831,118849,55011,6444,1142942,392678,1535620,895775,408232,212740,795,199425,10052,113039,34461,8214,152132,4861,90941,164899,4553,36453,211276,124575,180800,295002,7808,44163,1535,96753,6268,1874,24209,180767,118859,36031,242635,4528,2846,4254,12040,61695,197830,412,11130,5577,6457,17754,24211,40617,184261,75358,68286,79952,16918,45817,220941,39125,7179,8897,1367,351,36379,52,161,70,231,28,21,49,6,6,12,4,348,0.6558757517090137
44,Assam,Karbi Anglong,26.08966454598031,93.11536570271832,314,956313,490167,466146,557214,314253,242961,44961,23436,21525,538738,272460,266278,383441,246193,137248,260482,122959,572872,223020,60952,9861,89608,766000,20290,157789,370,6260,397,3568,1639,18763,53918,1923,11340,215691,37185,252876,109324,212224,199289,93137,40602,18225,3426,676227,310093,986320,618633,233739,103123,818,97148,3934,49689,13699,4399,69985,2124,56689,78269,3885,7435,143977,51860,96932,155192,16484,24733,77,52374,3231,933,18671,125131,75823,66089,55973,15916,11180,3570,34631,59185,62343,3965,12163,14978,4739,10667,15406,21086,87093,32646,33361,59266,15226,55463,128097,22284,3645,4457,677,135,22153,52,161,70,231,28,21,49,6,6,12,4,348,0.5826690633715113
45,Assam,Karimganj,24.69660712250711,92.3679498575498,317,1228686,625864,602822,795297,435942,359355,157890,81384,76506,1940,994,946,399171,319798,79373,293392,105779,829515,94348,67033,17435,220355,521962,692489,11990,114,446,524,110,1051,28261,70951,1933,24699,261945,32695,294640,198059,333885,257931,76685,39637,21408,7903,935508,303785,1239293,779850,284368,163990,478,38218,3757,24956,7289,4786,94620,1529,38570,105749,6343,35405,241033,98861,210254,230546,10212,47728,177,131632,8658,4584,25714,148386,30512,54614,38965,4523,23667,3956,116430,120544,44183,84284,31884,17639,12064,25453,37517,35171,119294,43298,40825,72351,18085,82520,183724,17384,2812,3552,599,141,42587,52,161,70,231,28,21,49,6,6,12,4,348,0.6472744053403392
46,Assam,Kokrajhar,26.497246635730868,90.13997470997688,300,887142,452905,434237,489305,275220,214085,29570,15386,14184,278665,139579,139086,341131,236322,104809,253110,88021,546011,156753,56330,12423,115625,529068,252271,101091,93,1718,396,123,2382,15089,41373,1218,14063,204896,17115,222011,116899,166013,154715,78788,39571,17287,2733,576006,340601,916607,552671,224715,108956,800,115712,2996,17083,12191,2751,70925,2167,32320,75903,2227,22357,116870,28132,52532,171597,4205,7298,782,21151,2122,894,6929,151939,122721,63325,96490,1406,3748,6998,12531,42957,103512,379,5098,23313,4612,13066,17678,26736,102861,40099,36026,50540,8992,33602,135308,20774,3022,3688,545,121,20301,52,161,70,231,28,21,49,6,6,12,4,348,0.5515520626912039
47,Assam,Lakhimpur,27.14128805970149,94.0775949253732,307,1042137,529674,512463,683486,375552,307934,81840,41689,40151,249426,126716,122710,429995,282250,147745,283533,146462,612142,239377,43922,10983,135713,797130,193476,46217,412,1074,250,2410,1168,32104,60296,1948,15011,293239,34694,327933,126950,212080,217497,107326,82885,44212,4731,795681,275677,1071358,639385,268872,133615,265,133214,6904,57507,25699,3071,86234,3851,45689,92394,3089,18746,185022,73904,117971,183814,12407,30048,62,63813,2525,1525,19142,129368,82105,74157,100592,506,8173,2082,14581,51962,115599,3820,10937,23337,4451,11429,15880,26384,113696,46006,41306,59383,14313,35711,149287,28914,5293,6388,895,200,18683,52,161,70,231,28,21,49,6,6,12,4,348,0.6558504304136596
48,Assam,Nagaon,26.26462170626351,92.9306191144708,305,2823768,1439112,1384656,1710716,921850,788866,266350,136473,129877,115153,57759,57394,979998,766728,213270,734993,245005,1843770,346123,196174,38122,399579,1225246,1563203,26844,3036,1073,1162,61,3143,89206,195631,5121,45956,674999,124186,799185,392616,638088,576214,199792,115864,66994,10351,1999919,873197,2873116,1778277,678034,366112,1345,333149,13979,90067,47693,10616,246649,8180,127523,271238,13973,70948,385346,250174,422431,509358,32751,126332,1134,264693,9315,3872,50549,310683,130846,58447,436923,2584,8543,11839,27726,111783,362290,4760,33210,35623,14457,43763,58220,81779,302531,116769,103983,160725,39381,86784,425164,57931,10355,12945,2027,563,64817,52,161,70,231,28,21,49,6,6,12,4,348,0.6058273909188007
49,Assam,Nalbari,26.46323767605632,91.40598521126763,323,771639,396006,375633,531771,293184,238587,60216,30654,29562,23364,11692,11672,267623,210202,57421,196773,70850,504016,58070,34984,19302,155267,491582,277488,429,62,27,1004,9,1038,37849,68313,1631,12360,210706,28238,238944,75866,141690,192771,81507,71734,39368,3693,606629,188960,795589,442061,211320,117809,449,107774,4785,60699,18810,3749,80390,2667,45938,86710,2571,14560,134737,80855,103600,149314,4519,33465,282,57474,3798,1968,14902,74497,48936,2272,144604,7,1134,1939,3304,29026,109448,224,4373,1234,3526,8612,12138,19755,91709,37258,34696,42345,9160,16878,113423,19380,4112,5168,839,217,17381,52,161,70,231,28,21,49,6,6,12,4,348,0.6891447943921963
50,Assam,Sonitpur,26.73514926829268,92.85197804878044,306,1924110,983904,940206,1108572,620525,488047,109130,55817,53313,232207,117685,114522,770606,537195,233411,558325,212281,1153504,249123,114865,25719,380899,1422824,350536,138166,1363,5088,1003,221,4909,70047,133368,4358,31254,483325,64528,547853,216097,416218,377653,141373,90385,49901,6412,1298039,627141,1925180,1159991,501239,261648,1232,275119,11760,76121,39796,6865,147652,7942,106909,163277,8760,37004,310383,177951,228882,323644,22030,77357,202,107146,5694,2376,32623,208948,151100,186802,135176,2739,15114,5298,24900,104501,207718,1749,33448,16215,10246,27709,37955,57488,219954,86521,75945,108021,20969,74680,284779,47266,7273,8779,1238,268,46075,52,161,70,231,28,21,49,6,6,12,4,348,0.576147933330215
51,Assam,Tinsukia,27.53549291139241,95.69055949367085,309,1327929,680231,647698,798322,453449,344873,37688,19443,18245,82066,41769,40297,557196,366623,190573,410188,147008,770733,149482,47756,13241,346717,1181347,48373,76877,1999,16228,837,395,1873,70471,161718,5135,27948,290704,90910,381614,150893,266717,276292,109805,61040,38152,7353,910252,417081,1327333,799874,352158,175377,520,168890,13323,47780,31363,5236,111267,8908,111738,124737,8234,13442,248246,167479,217556,179202,37251,79257,178,106254,3443,1966,24696,100904,45578,12270,222501,728,2163,2548,6464,69408,177588,1025,25386,57599,9188,20339,29527,36547,147468,57086,53835,76134,15254,21387,189279,35088,6248,7686,1151,287,36330,52,161,70,231,28,21,49,6,6,12,4,348,0.6011782256430879
52,Bihar,Araria,26.211528119180603,87.30766554934816,209,2811569,1463333,1348236,1195768,727643,468125,382654,198247,184407,38848,19887,18961,1069893,708391,361502,696410,373483,1741676,222913,691947,24367,130666,1593525,1207442,4116,371,187,1910,63,3955,17004,43290,2561,29796,659061,44213,703274,625357,426625,206161,112955,68177,39627,6938,1485840,1653766,3139606,1872943,612012,324091,2523,279254,5041,125606,31983,8513,225586,1645,40387,240730,6631,21557,295636,225043,52549,550065,6185,204426,3621,8308,1442,753,6741,336412,505071,718,543136,34,611,7171,8327,213049,317350,511,8056,54827,12500,67876,80376,73656,277849,97412,106781,175194,28036,31056,459413,47807,6416,7782,1067,299,46453,708,866,375,1241,24,9,33,12,20,32,22,2035,0.4253027402137383
53,Bihar,Aurangabad,24.774291867469877,84.45986024096379,235,2540073,1318684,1221389,1466002,868733,597269,612064,316161,295903,1033,500,533,837770,599157,238613,480286,357484,1702303,178525,426096,40652,192497,2291133,237353,2218,295,334,775,19,7946,24106,44456,2362,31168,428291,49006,477297,559512,482199,302662,253142,136783,91371,8329,1833998,784131,2618129,1626969,564571,340948,7585,195301,7145,102946,32335,8511,221469,2292,45871,235248,5268,25019,367543,166509,84329,377134,6754,116469,4141,5123,1849,867,4133,220613,298422,12987,349524,170,221,5513,6326,101279,247664,422,13998,2770,6645,23974,30619,27722,137515,47730,62063,143408,75580,38179,221195,88642,32349,49556,11594,5613,27729,585,940,435,1375,170,12,182,17,27,44,29,2215,0.5771495543632014
54,Bihar,Aurangabad,24.774291867469877,84.45986024096379,515,3701282,1924469,1776813,2503837,1430936,1072901,539368,277228,262140,143366,73876,69490,1575079,1015864,559215,1446636,128443,2126203,554518,396630,28033,595898,2545438,786677,15991,5142,309093,30981,1005,6955,246324,589477,23258,69937,551789,427343,979132,381695,686271,422964,537936,310762,253253,19101,2611982,819734,3431716,2211996,909771,571932,7583,192027,33322,94872,230188,34570,454647,43514,403594,526483,37266,38022,614224,616355,360410,580691,138210,196880,627,39614,12201,9400,6139,120232,363645,136042,106395,1197,1840,16193,22772,198011,422166,3542,459847,47614,22399,63485,85884,88118,415993,174101,153774,186833,47877,116410,515923,114583,28816,35684,5444,1424,70397,472,1966,1997,3963,463,676,1139,900,1144,2044,501,8119,0.6764783121091557
55,Bihar,Banka,24.832355642023337,86.8664916342413,225,2034763,1067140,967623,965321,590961,374360,247858,129663,118195,90432,45901,44531,771080,517817,253263,374097,396983,1263683,172440,462614,26680,109346,1772655,250925,6138,139,113,94,1035,3664,15459,62359,1704,22300,425604,18492,444096,408188,386707,196305,120653,63103,35767,3922,1214645,879831,2094476,1291235,462080,278863,2585,159201,3258,78757,24398,6235,170898,1339,32859,181116,3983,25641,341709,88429,46555,372571,3728,65488,9460,3944,908,475,5766,291584,330510,94533,253728,329,5796,5121,11712,161124,108991,466,15071,2243,6776,32221,38997,41314,181580,65753,74513,128170,31266,109898,272892,63056,14195,18917,3613,1109,25148,510,764,325,1089,112,4,116,5,8,13,10,1738,0.47441446497700224
